Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
390-80-5128,B,Ankara,Member,Female,Health and beauty,19,1,1,20,1/28/2019,17:58,Credit card,19,5,1,9.5
235-46-8343,C,Izmir,Member,Male,Food and beverages,28,10,14,290,2/14/2019,11:26,Credit card,277,5,14,8.9
453-12-7053,C,Izmir,Normal,Male,Fashion accessories,46,3,7,144,3/10/2019,17:38,Credit card,137,5,7,6.5
296-11-7041,B,Ankara,Member,Female,Health and beauty,27,1,1,28,1/12/2019,20:07,Credit card,27,5,1,5.3
449-27-2918,B,Ankara,Member,Female,Sports and travel,39,1,2,41,3/26/2019,11:02,Credit card,39,5,2,9.6
891-01-7034,B,Ankara,Normal,Female,Electronic accessories,75,6,22,471,1/1/2019,19:07,Cash,448,5,22,6.7
744-09-5786,B,Ankara,Normal,Male,Electronic accessories,22,6,7,139,1/2/2019,18:50,Cash,132,5,7,7.6
727-17-0390,A,Istanbul,Normal,Female,Food and beverages,64,5,16,334,3/16/2019,12:43,Ewallet,318,5,16,4.8
568-88-3448,A,Istanbul,Normal,Male,Health and beauty,25,1,1,26,3/3/2019,15:09,Ewallet,25,5,1,5.5
187-83-5490,A,Istanbul,Member,Male,Electronic accessories,21,4,4,87,1/31/2019,13:47,Cash,83,5,4,4.7
767-54-1907,B,Ankara,Member,Female,Fashion accessories,30,5,7,155,2/13/2019,16:59,Cash,148,5,7,6.9
710-46-4433,B,Ankara,Member,Female,Food and beverages,77,9,35,731,2/15/2019,14:15,Credit card,697,5,35,4.5
533-33-5337,B,Ankara,Normal,Male,Electronic accessories,79,10,40,834,2/7/2019,20:24,Cash,794,5,40,6.2
325-90-8763,C,Izmir,Member,Female,Electronic accessories,47,10,23,489,1/27/2019,13:58,Cash,466,5,23,7.6
729-46-7422,C,Izmir,Normal,Male,Food and beverages,36,1,2,38,2/23/2019,16:52,Credit card,36,5,2,7.9
639-76-1242,C,Izmir,Normal,Male,Food and beverages,41,5,10,213,2/3/2019,15:19,Cash,203,5,10,4.5
234-03-4040,B,Ankara,Member,Female,Food and beverages,73,10,37,767,3/3/2019,12:25,Credit card,731,5,37,8.7
326-71-2155,C,Izmir,Normal,Female,Sports and travel,74,4,15,311,2/3/2019,10:02,Cash,296,5,15,6.1
320-32-8842,C,Izmir,Member,Female,Food and beverages,23,1,1,24,3/17/2019,18:58,Cash,23,5,1,6.4
470-32-9057,A,Istanbul,Member,Male,Food and beverages,51,5,13,270,3/28/2019,15:31,Credit card,257,5,13,9.1
878-30-2331,C,Izmir,Member,Female,Sports and travel,55,10,27,573,3/2/2019,11:22,Credit card,546,5,27,7.1
440-59-5691,C,Izmir,Member,Female,Health and beauty,37,7,13,273,2/8/2019,13:12,Credit card,260,5,13,7.7
554-53-3790,B,Ankara,Normal,Male,Sports and travel,37,6,11,233,3/22/2019,18:33,Cash,222,5,11,4.5
746-19-0921,C,Izmir,Normal,Male,Food and beverages,22,1,1,23,2/9/2019,10:02,Ewallet,22,5,1,7.2
233-34-0817,C,Izmir,Member,Female,Electronic accessories,99,1,5,104,2/15/2019,11:21,Cash,99,5,5,8.4
767-05-1286,C,Izmir,Member,Female,Home and lifestyle,84,6,25,528,1/23/2019,12:10,Ewallet,503,5,25,5.4
340-21-9136,A,Istanbul,Member,Female,Sports and travel,40,4,8,168,1/25/2019,11:40,Cash,160,5,8,9.7
405-31-3305,A,Istanbul,Member,Male,Fashion accessories,43,10,22,453,2/2/2019,18:31,Credit card,431,5,22,5.5
731-59-7531,B,Ankara,Member,Male,Health and beauty,73,8,29,610,3/30/2019,17:58,Cash,581,5,29,4.6
676-39-6028,A,Istanbul,Member,Female,Electronic accessories,64,5,16,338,3/30/2019,17:04,Cash,322,5,16,6.6
502-05-1910,A,Istanbul,Normal,Male,Health and beauty,65,3,10,205,2/25/2019,20:35,Credit card,196,5,10,6.3
485-30-8700,A,Istanbul,Normal,Female,Sports and travel,33,5,8,175,3/18/2019,16:10,Credit card,166,5,8,4.2
598-47-9715,C,Izmir,Normal,Male,Electronic accessories,84,4,17,353,3/7/2019,16:54,Ewallet,336,5,17,4.4
701-69-8742,B,Ankara,Normal,Male,Sports and travel,34,10,17,361,3/16/2019,10:11,Ewallet,344,5,17,6.7
575-67-1508,A,Istanbul,Normal,Male,Electronic accessories,39,1,2,41,1/29/2019,11:26,Ewallet,39,5,2,6.7
541-08-3113,C,Izmir,Normal,Male,Food and beverages,66,8,26,554,2/2/2019,20:29,Cash,528,5,26,8.4
246-11-3901,C,Izmir,Normal,Female,Electronic accessories,33,10,16,344,2/15/2019,12:12,Cash,328,5,16,6.2
674-15-9296,A,Istanbul,Normal,Male,Sports and travel,37,5,9,195,1/8/2019,13:05,Ewallet,186,5,9,5
305-18-3552,B,Ankara,Member,Male,Home and lifestyle,60,10,30,634,2/12/2019,16:19,Cash,604,5,30,6
493-65-6248,C,Izmir,Member,Female,Sports and travel,37,10,18,388,1/1/2019,19:48,Credit card,370,5,18,7
438-01-4015,B,Ankara,Member,Female,Sports and travel,49,4,10,208,3/21/2019,15:25,Ewallet,198,5,10,6.6
709-58-4068,B,Ankara,Normal,Female,Fashion accessories,41,10,21,431,2/28/2019,14:42,Cash,411,5,21,7.3
795-49-7276,A,Istanbul,Normal,Male,Fashion accessories,37,4,7,156,3/23/2019,18:59,Ewallet,149,5,7,8.3
556-72-8512,C,Izmir,Normal,Male,Home and lifestyle,23,1,1,24,1/30/2019,20:47,Cash,23,5,1,4.3
627-95-3243,B,Ankara,Member,Female,Home and lifestyle,78,9,35,734,2/4/2019,13:21,Ewallet,699,5,35,9.8
686-41-0932,B,Ankara,Normal,Female,Fashion accessories,35,2,3,73,3/13/2019,19:48,Ewallet,69,5,3,8.2
510-09-5628,A,Istanbul,Member,Female,Fashion accessories,20,10,10,206,3/15/2019,18:20,Credit card,197,5,10,7.2
608-04-3797,B,Ankara,Member,Female,Health and beauty,25,8,10,213,3/5/2019,20:24,Ewallet,203,5,10,8.7
148-82-2527,C,Izmir,Member,Female,Home and lifestyle,12,10,6,127,3/5/2019,13:44,Credit card,121,5,6,8.4
437-53-3084,B,Ankara,Normal,Male,Fashion accessories,100,2,10,210,2/26/2019,11:48,Ewallet,200,5,10,7.1
632-32-4574,B,Ankara,Normal,Male,Sports and travel,76,8,30,638,3/20/2019,14:14,Cash,607,5,30,5.5
556-97-7101,C,Izmir,Normal,Female,Electronic accessories,63,2,6,133,1/1/2019,15:51,Cash,126,5,6,8.5
862-59-8517,C,Izmir,Normal,Female,Food and beverages,90,6,27,569,1/27/2019,11:17,Cash,541,5,27,6.2
401-18-8016,B,Ankara,Member,Female,Sports and travel,98,1,5,103,1/21/2019,17:36,Cash,98,5,5,8.9
420-18-8989,A,Istanbul,Member,Female,Sports and travel,52,8,21,433,2/2/2019,15:47,Cash,412,5,21,9.6
277-63-2961,B,Ankara,Member,Male,Sports and travel,74,1,4,78,2/3/2019,15:53,Credit card,74,5,4,5.4
573-98-8548,C,Izmir,Member,Female,Fashion accessories,32,1,2,34,1/5/2019,12:40,Ewallet,32,5,2,9.1
620-02-2046,C,Izmir,Normal,Male,Home and lifestyle,69,2,7,146,1/27/2019,19:48,Ewallet,139,5,7,9
282-35-2475,B,Ankara,Normal,Female,Sports and travel,93,2,9,196,3/25/2019,17:53,Cash,187,5,9,6.3
511-54-3087,B,Ankara,Normal,Male,Sports and travel,88,1,4,93,2/25/2019,16:36,Credit card,88,5,4,9.5
726-29-6793,A,Istanbul,Member,Male,Electronic accessories,24,8,10,203,1/28/2019,20:54,Ewallet,193,5,10,9.8
387-49-4215,B,Ankara,Member,Female,Sports and travel,49,3,7,153,1/8/2019,12:50,Cash,146,5,7,6.7
862-17-9201,B,Ankara,Normal,Female,Food and beverages,84,6,25,530,1/29/2019,10:48,Credit card,504,5,25,7.7
291-21-5991,B,Ankara,Member,Male,Health and beauty,61,5,15,322,3/29/2019,14:28,Cash,306,5,15,7
602-80-9671,C,Izmir,Member,Female,Home and lifestyle,16,6,5,100,2/9/2019,17:15,Credit card,96,5,5,5.1
347-72-6115,B,Ankara,Member,Female,Sports and travel,91,7,32,667,1/16/2019,18:03,Credit card,635,5,32,6.2
209-61-0206,A,Istanbul,Normal,Female,Home and lifestyle,43,5,11,225,1/5/2019,17:29,Ewallet,215,5,11,6.1
595-27-4851,A,Istanbul,Normal,Female,Fashion accessories,54,7,19,399,1/27/2019,18:05,Ewallet,380,5,19,9.3
189-52-0236,A,Istanbul,Normal,Male,Electronic accessories,100,7,35,732,3/14/2019,12:07,Cash,697,5,35,7.6
503-07-0930,C,Izmir,Member,Male,Sports and travel,58,7,20,429,2/23/2019,19:49,Credit card,409,5,20,8.2
413-20-6708,C,Izmir,Member,Female,Fashion accessories,51,1,3,54,3/18/2019,15:52,Ewallet,51,5,3,8.5
425-85-2085,B,Ankara,Member,Male,Health and beauty,55,5,14,288,3/29/2019,16:48,Ewallet,274,5,14,9.8
521-18-7827,C,Izmir,Member,Male,Home and lifestyle,39,5,10,207,1/22/2019,20:46,Credit card,197,5,10,8.7
220-28-1851,A,Istanbul,Normal,Male,Home and lifestyle,35,2,3,73,3/1/2019,18:14,Ewallet,69,5,3,9.7
600-38-9738,C,Izmir,Member,Male,Sports and travel,72,5,18,378,1/17/2019,15:05,Credit card,360,5,18,4.3
734-91-1155,B,Ankara,Normal,Female,Electronic accessories,46,3,7,144,3/26/2019,10:34,Credit card,137,5,7,7.7
451-28-5717,C,Izmir,Member,Female,Home and lifestyle,83,6,25,524,3/20/2019,11:23,Cash,499,5,25,7.3
609-81-8548,A,Istanbul,Member,Female,Home and lifestyle,37,6,11,236,2/6/2019,13:55,Credit card,225,5,11,5.9
133-14-7229,C,Izmir,Normal,Male,Health and beauty,63,2,6,132,1/1/2019,11:43,Cash,126,5,6,5
534-01-4457,A,Istanbul,Normal,Male,Food and beverages,82,6,25,515,1/27/2019,14:36,Credit card,490,5,25,8
719-89-8991,A,Istanbul,Member,Female,Sports and travel,91,5,23,480,2/25/2019,16:03,Ewallet,457,5,23,7.1
286-62-6248,B,Ankara,Normal,Male,Fashion accessories,39,4,8,165,1/16/2019,20:03,Credit card,157,5,8,9
339-38-9982,B,Ankara,Member,Male,Fashion accessories,60,2,6,126,1/13/2019,14:55,Ewallet,120,5,6,6.7
827-44-5872,B,Ankara,Member,Female,Food and beverages,54,10,27,571,2/7/2019,11:28,Credit card,544,5,27,6.1
827-77-7633,A,Istanbul,Normal,Male,Sports and travel,98,9,44,927,2/17/2019,19:41,Cash,883,5,44,9.3
287-83-1405,A,Istanbul,Normal,Male,Health and beauty,25,6,8,160,2/12/2019,19:01,Ewallet,153,5,8,7
435-13-4908,A,Istanbul,Member,Male,Fashion accessories,87,8,35,728,1/24/2019,18:04,Credit card,693,5,35,7.2
857-67-9057,B,Ankara,Normal,Male,Electronic accessories,23,10,11,241,2/6/2019,19:20,Ewallet,230,5,11,8.2
236-27-1144,C,Izmir,Normal,Female,Food and beverages,16,9,7,154,3/26/2019,10:31,Ewallet,147,5,7,8.4
892-05-6689,A,Istanbul,Normal,Female,Home and lifestyle,28,5,7,149,3/11/2019,13:28,Ewallet,142,5,7,6.2
583-41-4548,C,Izmir,Normal,Male,Home and lifestyle,17,7,6,123,2/7/2019,11:36,Ewallet,117,5,6,7.4
339-12-4827,B,Ankara,Member,Female,Fashion accessories,74,1,4,78,1/5/2019,11:32,Credit card,74,5,4,5
643-38-7867,A,Istanbul,Normal,Male,Home and lifestyle,98,1,5,103,3/7/2019,11:44,Ewallet,98,5,5,6.9
308-81-0538,A,Istanbul,Normal,Female,Fashion accessories,73,4,15,307,2/25/2019,17:16,Credit card,292,5,15,4.9
358-88-9262,C,Izmir,Member,Female,Food and beverages,87,6,26,551,2/1/2019,18:43,Ewallet,525,5,26,5.1
460-35-4390,A,Istanbul,Normal,Male,Home and lifestyle,31,3,5,97,1/22/2019,11:00,Ewallet,92,5,5,9.1
343-87-0864,C,Izmir,Member,Male,Health and beauty,76,1,4,80,1/3/2019,10:30,Credit card,76,5,4,7.1
173-50-1108,B,Ankara,Member,Female,Sports and travel,20,4,4,85,2/13/2019,12:14,Credit card,81,5,4,5
243-47-2663,C,Izmir,Member,Male,Electronic accessories,19,6,6,118,1/28/2019,16:43,Credit card,113,5,6,5.5
841-18-8232,B,Ankara,Normal,Female,Food and beverages,71,1,4,75,1/5/2019,20:40,Credit card,71,5,4,9.2
701-23-5550,B,Ankara,Member,Male,Home and lifestyle,39,4,8,163,3/19/2019,13:40,Ewallet,155,5,8,4.9
647-50-1224,A,Istanbul,Normal,Female,Fashion accessories,29,10,15,309,1/12/2019,16:23,Ewallet,294,5,15,8.9
541-48-8554,A,Istanbul,Normal,Male,Sports and travel,61,9,27,576,1/7/2019,12:08,Credit card,549,5,27,6
539-21-7227,B,Ankara,Normal,Female,Sports and travel,52,5,13,271,1/26/2019,17:45,Cash,258,5,13,4.2
213-32-1216,A,Istanbul,Normal,Female,Electronic accessories,66,6,20,416,1/23/2019,10:28,Cash,396,5,20,7.3
747-58-7183,B,Ankara,Normal,Male,Fashion accessories,57,3,9,180,2/9/2019,20:31,Ewallet,172,5,9,6.5
582-52-8065,B,Ankara,Normal,Female,Fashion accessories,54,9,24,513,2/22/2019,10:49,Cash,489,5,24,8.9
210-57-1719,B,Ankara,Normal,Female,Health and beauty,58,9,26,550,2/5/2019,12:34,Cash,524,5,26,9.7
399-69-4630,C,Izmir,Normal,Male,Electronic accessories,22,6,7,140,3/7/2019,10:23,Credit card,133,5,7,8.6
134-75-2619,A,Istanbul,Member,Male,Electronic accessories,19,7,7,142,3/25/2019,18:51,Cash,135,5,7,6.9
356-44-8813,B,Ankara,Normal,Male,Home and lifestyle,37,3,6,118,1/20/2019,13:45,Credit card,112,5,6,7.7
198-66-9832,B,Ankara,Member,Female,Fashion accessories,72,2,7,151,2/4/2019,19:38,Cash,144,5,7,9.5
283-26-5248,C,Izmir,Member,Female,Food and beverages,99,10,49,1034,1/30/2019,20:23,Ewallet,985,5,49,4.5
712-39-0363,A,Istanbul,Member,Male,Food and beverages,42,6,13,262,1/2/2019,15:24,Ewallet,250,5,13,5.6
218-59-9410,A,Istanbul,Member,Female,Home and lifestyle,72,3,11,228,3/29/2019,16:54,Ewallet,217,5,11,8.2
174-75-0888,B,Ankara,Normal,Male,Electronic accessories,22,9,10,204,3/14/2019,12:32,Cash,194,5,10,7.3
866-99-7614,C,Izmir,Normal,Male,Food and beverages,89,10,45,937,2/11/2019,15:42,Credit card,892,5,45,4.4
134-54-4720,B,Ankara,Normal,Female,Electronic accessories,42,8,17,356,1/30/2019,13:58,Ewallet,339,5,17,5.7
760-90-2357,A,Istanbul,Member,Male,Electronic accessories,75,6,22,469,3/20/2019,15:08,Ewallet,447,5,22,5
514-37-2845,B,Ankara,Normal,Male,Fashion accessories,99,2,10,208,3/20/2019,13:02,Cash,199,5,10,9
698-98-5964,A,Istanbul,Normal,Female,Food and beverages,81,10,41,853,1/17/2019,13:01,Credit card,812,5,41,6.3
718-57-9773,C,Izmir,Normal,Female,Sports and travel,49,10,25,518,2/3/2019,16:40,Credit card,493,5,25,9.4
651-88-7328,A,Istanbul,Normal,Female,Fashion accessories,66,9,30,621,1/1/2019,13:55,Cash,592,5,30,7.7
241-11-2261,B,Ankara,Normal,Female,Fashion accessories,80,7,28,587,1/10/2019,10:33,Credit card,559,5,28,5.5
408-26-9866,C,Izmir,Normal,Female,Sports and travel,74,7,26,544,3/2/2019,16:42,Ewallet,518,5,26,4.1
834-83-1826,B,Ankara,Member,Female,Home and lifestyle,82,5,21,431,2/25/2019,17:16,Credit card,410,5,21,7.6
343-61-3544,B,Ankara,Member,Male,Sports and travel,27,10,13,280,1/29/2019,11:48,Cash,267,5,13,8.6
239-48-4278,A,Istanbul,Member,Male,Food and beverages,10,7,4,74,3/10/2019,19:35,Ewallet,71,5,4,8.3
355-34-6244,B,Ankara,Normal,Male,Food and beverages,72,2,7,152,1/13/2019,19:55,Credit card,145,5,7,8.1
550-84-8664,A,Istanbul,Normal,Male,Sports and travel,86,5,21,451,3/22/2019,14:33,Credit card,430,5,21,8.6
339-96-8318,B,Ankara,Member,Male,Fashion accessories,81,7,28,598,3/1/2019,19:49,Ewallet,569,5,28,6.3
458-61-0011,B,Ankara,Normal,Male,Food and beverages,60,4,12,253,2/20/2019,18:43,Cash,241,5,12,5.8
592-34-6155,C,Izmir,Normal,Male,Food and beverages,32,4,6,133,1/14/2019,14:43,Ewallet,127,5,6,6.2
797-88-0493,A,Istanbul,Normal,Female,Health and beauty,64,4,13,270,3/26/2019,13:54,Cash,257,5,13,7.7
207-73-1363,B,Ankara,Normal,Male,Health and beauty,70,2,7,146,3/1/2019,12:15,Ewallet,139,5,7,8.1
390-31-6381,C,Izmir,Normal,Male,Food and beverages,27,3,4,86,1/7/2019,12:37,Cash,82,5,4,7.3
443-82-0585,A,Istanbul,Member,Female,Health and beauty,78,4,16,326,2/1/2019,19:54,Cash,311,5,16,8.4
339-18-7061,C,Izmir,Member,Female,Fashion accessories,93,2,9,195,2/13/2019,15:06,Credit card,186,5,9,8
359-90-3665,B,Ankara,Member,Female,Fashion accessories,18,4,4,76,1/14/2019,18:03,Credit card,72,5,4,9.5
375-72-3056,B,Ankara,Normal,Male,Sports and travel,63,3,9,199,1/19/2019,15:58,Ewallet,189,5,9,7
127-47-6963,A,Istanbul,Normal,Male,Health and beauty,52,4,10,217,3/9/2019,13:53,Credit card,207,5,10,9.8
278-86-2735,A,Istanbul,Normal,Female,Food and beverages,52,3,8,165,3/27/2019,14:03,Cash,157,5,8,9.2
695-28-6250,A,Istanbul,Normal,Female,Sports and travel,43,5,11,226,2/4/2019,16:38,Ewallet,215,5,11,7.7
379-17-6588,C,Izmir,Normal,Male,Fashion accessories,60,10,30,626,3/14/2019,11:07,Cash,596,5,30,5.3
227-50-3718,A,Istanbul,Normal,Male,Health and beauty,15,5,4,77,3/4/2019,12:23,Cash,73,5,4,4.4
302-15-2162,C,Izmir,Member,Male,Health and beauty,47,6,14,293,3/3/2019,10:54,Credit card,279,5,14,4.3
788-07-8452,C,Izmir,Member,Female,Home and lifestyle,24,7,8,178,1/27/2019,17:38,Ewallet,170,5,8,9.4
560-49-6611,A,Istanbul,Member,Female,Sports and travel,46,1,2,48,2/7/2019,14:13,Cash,46,5,2,9.8
880-35-0356,A,Istanbul,Member,Female,Sports and travel,75,3,11,237,2/5/2019,11:51,Ewallet,226,5,11,4.8
585-11-6748,B,Ankara,Member,Male,Sports and travel,97,3,15,305,3/15/2019,13:05,Cash,290,5,15,5.3
470-31-3286,B,Ankara,Normal,Male,Health and beauty,15,3,2,47,3/1/2019,11:30,Credit card,44,5,2,8.7
152-68-2907,A,Istanbul,Normal,Male,Food and beverages,52,3,8,164,2/15/2019,13:30,Credit card,157,5,8,9.5
123-35-4896,C,Izmir,Normal,Female,Sports and travel,47,9,21,441,2/17/2019,19:11,Ewallet,420,5,21,5.3
258-69-7810,C,Izmir,Normal,Female,Fashion accessories,37,5,9,193,1/26/2019,18:53,Cash,184,5,9,9.2
334-64-2006,A,Istanbul,Member,Female,Home and lifestyle,70,2,7,148,3/24/2019,14:22,Ewallet,141,5,7,9.6
219-61-4139,C,Izmir,Normal,Male,Electronic accessories,83,1,4,87,1/23/2019,17:16,Ewallet,83,5,4,6.4
881-41-7302,C,Izmir,Normal,Female,Fashion accessories,65,1,3,68,1/26/2019,10:06,Credit card,65,5,3,4.5
373-09-4567,C,Izmir,Normal,Male,Food and beverages,78,10,39,814,3/14/2019,20:35,Ewallet,776,5,39,6.9
642-30-6693,B,Ankara,Normal,Female,Sports and travel,55,6,16,343,3/17/2019,13:54,Ewallet,327,5,16,7.8
484-22-8230,C,Izmir,Member,Female,Fashion accessories,52,7,18,381,1/8/2019,20:08,Cash,363,5,18,4.5
830-58-2383,B,Ankara,Normal,Male,Home and lifestyle,32,4,6,133,2/8/2019,15:26,Cash,127,5,6,8.6
559-98-9873,A,Istanbul,Member,Female,Fashion accessories,54,7,19,394,2/10/2019,12:56,Ewallet,376,5,19,5.2
544-32-5024,C,Izmir,Member,Female,Food and beverages,50,4,10,209,3/28/2019,19:16,Credit card,199,5,10,6.4
318-12-0304,A,Istanbul,Normal,Male,Fashion accessories,31,1,2,32,1/23/2019,12:20,Ewallet,31,5,2,5.2
349-97-8902,B,Ankara,Member,Male,Food and beverages,58,2,6,122,1/17/2019,10:37,Ewallet,116,5,6,8.9
421-95-9805,A,Istanbul,Normal,Female,Electronic accessories,29,1,1,30,2/7/2019,10:18,Credit card,29,5,1,6.2
277-35-5865,C,Izmir,Member,Female,Food and beverages,99,9,45,935,3/9/2019,11:23,Cash,891,5,45,6.7
789-23-8625,B,Ankara,Member,Male,Fashion accessories,93,3,14,294,1/24/2019,11:45,Cash,280,5,14,7.2
284-54-4231,C,Izmir,Member,Male,Sports and travel,81,1,4,85,1/19/2019,16:08,Credit card,81,5,4,9
443-59-0061,A,Istanbul,Member,Male,Food and beverages,67,10,34,708,2/3/2019,11:25,Ewallet,675,5,34,4.2
509-29-3912,A,Istanbul,Member,Female,Sports and travel,39,9,17,366,3/20/2019,12:24,Ewallet,348,5,17,4.2
327-40-9673,B,Ankara,Member,Male,Sports and travel,73,6,22,457,1/13/2019,19:51,Cash,436,5,22,6.9
840-19-2096,C,Izmir,Member,Male,Electronic accessories,88,5,22,462,3/14/2019,18:10,Ewallet,440,5,22,4.4
828-46-6863,A,Istanbul,Member,Male,Food and beverages,99,6,30,621,1/23/2019,11:22,Credit card,591,5,30,4
641-96-3695,C,Izmir,Member,Female,Fashion accessories,43,6,13,274,2/7/2019,17:55,Ewallet,261,5,13,8.5
420-97-3340,A,Istanbul,Normal,Female,Food and beverages,72,3,11,226,3/28/2019,15:30,Credit card,215,5,11,9.2
436-54-4512,A,Istanbul,Member,Female,Food and beverages,92,1,5,96,3/20/2019,19:44,Cash,92,5,5,9.8
670-79-6321,B,Ankara,Member,Female,Home and lifestyle,95,7,33,695,1/17/2019,15:27,Credit card,662,5,33,4.9
852-62-7105,B,Ankara,Normal,Female,Fashion accessories,83,10,42,874,1/12/2019,11:25,Credit card,833,5,42,4.4
598-06-7312,B,Ankara,Member,Male,Fashion accessories,91,1,5,96,2/16/2019,15:42,Cash,91,5,5,6.8
135-13-8269,B,Ankara,Member,Female,Food and beverages,79,2,8,166,1/26/2019,16:04,Cash,158,5,8,9.1
816-57-2053,A,Istanbul,Normal,Male,Sports and travel,61,2,6,128,3/9/2019,12:37,Ewallet,122,5,6,8.7
628-90-8624,B,Ankara,Member,Male,Health and beauty,83,10,41,867,3/14/2019,14:41,Cash,826,5,41,5
856-66-2701,A,Istanbul,Member,Male,Home and lifestyle,53,3,8,168,1/25/2019,14:19,Ewallet,160,5,8,7.5
308-39-1707,A,Istanbul,Normal,Female,Fashion accessories,12,1,1,13,1/26/2019,18:19,Credit card,12,5,1,8.2
149-61-1929,A,Istanbul,Normal,Male,Sports and travel,64,10,32,674,1/19/2019,14:08,Credit card,642,5,32,6.7
655-07-2265,A,Istanbul,Normal,Male,Electronic accessories,78,3,12,247,3/5/2019,16:38,Ewallet,235,5,12,5.4
589-02-8023,A,Istanbul,Member,Male,Food and beverages,84,2,8,176,1/15/2019,10:54,Credit card,168,5,8,7
420-04-7590,B,Ankara,Normal,Male,Home and lifestyle,100,3,15,314,3/18/2019,11:29,Ewallet,299,5,15,4.7
182-88-2763,B,Ankara,Member,Male,Food and beverages,80,3,12,252,3/20/2019,19:28,Credit card,240,5,12,5
188-55-0967,B,Ankara,Member,Male,Health and beauty,66,10,33,698,1/15/2019,15:01,Credit card,665,5,33,5
610-46-4100,A,Istanbul,Normal,Male,Health and beauty,29,7,10,213,3/3/2019,20:31,Credit card,203,5,10,6
318-81-2368,C,Izmir,Normal,Female,Electronic accessories,46,1,2,49,3/19/2019,12:16,Cash,46,5,2,6.3
364-33-8584,B,Ankara,Member,Female,Food and beverages,18,5,4,93,3/8/2019,15:27,Cash,88,5,4,8.5
665-63-9737,B,Ankara,Normal,Male,Fashion accessories,52,3,8,165,2/27/2019,17:36,Ewallet,157,5,8,7.5
695-09-5146,B,Ankara,Member,Female,Food and beverages,99,3,15,311,2/23/2019,20:00,Ewallet,296,5,15,6.4
155-45-3814,C,Izmir,Member,Female,Electronic accessories,89,8,35,744,3/19/2019,15:29,Ewallet,708,5,35,4.7
794-32-2436,B,Ankara,Member,Male,Electronic accessories,56,2,6,117,3/27/2019,15:08,Ewallet,111,5,6,6
131-15-8856,C,Izmir,Member,Female,Food and beverages,73,8,29,609,3/30/2019,19:26,Credit card,580,5,29,4
273-84-2164,C,Izmir,Member,Male,Electronic accessories,12,5,3,63,2/16/2019,15:53,Ewallet,60,5,3,5.5
706-36-6154,A,Istanbul,Member,Male,Home and lifestyle,19,9,9,183,1/18/2019,18:43,Ewallet,174,5,9,8.7
778-89-7974,C,Izmir,Normal,Male,Health and beauty,70,6,21,442,3/30/2019,14:58,Cash,421,5,21,7.4
574-31-8277,B,Ankara,Member,Male,Fashion accessories,34,1,2,35,3/20/2019,19:55,Cash,34,5,2,5.6
859-71-0933,C,Izmir,Member,Female,Sports and travel,15,2,2,33,1/16/2019,15:10,Cash,31,5,2,6.3
740-11-5257,C,Izmir,Normal,Male,Electronic accessories,25,10,12,260,2/24/2019,16:44,Cash,247,5,12,7.1
369-82-2676,B,Ankara,Normal,Male,Electronic accessories,76,5,19,397,1/15/2019,18:22,Ewallet,378,5,19,7.8
563-47-4072,B,Ankara,Normal,Female,Health and beauty,56,6,17,352,1/22/2019,11:52,Cash,335,5,17,9.9
742-04-5161,A,Istanbul,Member,Male,Home and lifestyle,73,10,36,764,2/3/2019,17:24,Cash,728,5,36,7.3
149-15-7606,B,Ankara,Member,Male,Sports and travel,37,9,17,353,3/6/2019,15:31,Ewallet,336,5,17,5.1
133-77-3154,B,Ankara,Member,Male,Fashion accessories,60,4,12,253,2/16/2019,18:04,Credit card,241,5,12,9.4
169-52-4504,A,Istanbul,Normal,Female,Electronic accessories,16,3,2,49,3/14/2019,14:13,Credit card,47,5,2,5.8
250-81-7186,C,Izmir,Normal,Female,Electronic accessories,100,1,5,105,2/27/2019,10:23,Credit card,100,5,5,8
562-12-5430,A,Istanbul,Member,Female,Fashion accessories,88,3,13,278,1/18/2019,10:11,Ewallet,264,5,13,7.9
816-72-8853,A,Istanbul,Member,Female,Sports and travel,28,5,7,147,1/29/2019,15:48,Cash,140,5,7,5.9
491-38-3499,A,Istanbul,Member,Male,Fashion accessories,55,1,3,58,2/26/2019,17:46,Credit card,55,5,3,4.9
322-02-2271,B,Ankara,Normal,Female,Sports and travel,43,3,6,135,2/3/2019,11:46,Cash,129,5,6,9.3
842-29-4695,C,Izmir,Member,Male,Sports and travel,17,7,6,126,1/16/2019,12:07,Credit card,120,5,6,7.9
725-67-2480,B,Ankara,Member,Female,Fashion accessories,59,6,18,370,3/24/2019,18:14,Credit card,353,5,18,5.9
641-51-2661,C,Izmir,Member,Female,Food and beverages,87,10,44,915,2/12/2019,14:45,Credit card,871,5,44,9.9
714-02-3114,C,Izmir,Normal,Female,Sports and travel,99,2,10,207,2/21/2019,11:39,Cash,198,5,10,7.7
518-17-2983,A,Istanbul,Normal,Female,Fashion accessories,49,4,10,204,2/4/2019,15:44,Ewallet,195,5,10,7.6
779-42-2410,B,Ankara,Member,Male,Food and beverages,58,3,9,182,2/20/2019,13:06,Ewallet,173,5,9,7.7
190-14-3147,B,Ankara,Normal,Female,Health and beauty,18,4,4,75,2/23/2019,20:43,Ewallet,72,5,4,6.4
